#,-180,-90,20,10,18,18,180,90,#
154,8,10,5512,32307524
155,8,11,5482,32518175
156,8,12,5423,32727123
157,8,13,5618,32932011
158,8,14,5429,33143829
159,8,15,5589,33348542
160,8,16,5543,33558058
161,8,17,5443,33765024
162,9,0,5396,33968345
163,9,1,5483,34169867
164,9,2,5446,34374555
165,9,3,5503,34578561
166,9,4,5579,34786031
167,9,5,5352,34996390
168,9,6,5525,35198626
169,9,7,5559,35409076
170,9,8,5582,35621543
171,9,9,5420,35832319
172,9,10,5500,36031640
173,9,11,5416,36236368
174,9,12,5411,36437242
175,9,13,5411,36636260
176,9,14,5560,36834855
177,9,15,5491,37038904
178,9,16,5456,37239227
179,9,17,5585,37437427
180,10,0,5499,37640352
181,10,1,5511,37845382
182,10,2,5490,38050975
183,10,3,5495,38256490
184,10,4,5408,38463568
185,10,5,5529,38667238
186,10,6,5485,38875806
187,10,7,5487,39084485
188,10,8,5518,39293940
189,10,9,5401,39502091
190,10,10,5405,39700389
191,10,11,5361,39901451
192,10,12,5588,40100195
193,10,13,5447,40305475
194,10,14,5550,40505279
195,10,15,5534,40708849
196,10,16,5548,40910449
197,10,17,5483,41111789
198,11,0,5693,41310774
199,11,1,5412,41521761
200,11,2,5500,41722363
201,11,3,5404,41926912
202,11,4,5489,42129152
203,11,5,5570,42334529
204,11,6,5487,42543385
205,11,7,5596,42750856
206,11,8,5692,42963072
207,11,9,5437,43176361
208,11,10,5422,43374693
209,11,11,5444,43575012
210,11,12,5540,43775424
211,11,13,5647,43977671
212,11,14,5498,44183273
213,11,15,5686,44383657
214,11,16,5470,44589469
215,11,17,5546,44786797
216,12,0,5491,44986642
217,12,1,5649,45188544
218,12,2,5541,45396171
219,12,3,5348,45600754
220,12,4,5535,45799350
221,12,5,5583,46004926
222,12,6,5512,46212667
223,12,7,5520,46419403
224,12,8,5534,46627102
225,12,9,5516,46832877
226,12,10,5566,47032639
227,12,11,5514,47236549
228,12,12,5485,47437976
229,12,13,5565,47636524
230,12,14,5374,47837561
231,12,15,5535,48031749
232,12,16,5477,48230449
233,12,17,5363,48426396
234,13,0,5515,48618120
235,13,1,5619,48820377
236,13,2,5471,49026491
237,13,3,5478,49228053
238,13,4,5558,49431055
239,13,5,5588,49636960
240,13,6,5478,49844444
241,13,7,5418,50049477
242,13,8,5562,50252965
243,13,9,5483,50459389
244,13,10,5665,50657414
245,13,11,5581,50864546
246,13,12,5621,51067896
247,13,13,5553,51270997
248,13,14,5473,51471278
249,13,15,5573,51668667
250,13,16,5373,51868402
251,13,17,5505,52060065
252,14,0,5523,52256472
253,14,1,5483,52464575
254,14,2,5509,52671212
255,14,3,5492,52879628
256,14,4,5600,53088614
257,14,5,5427,53301717
258,14,6,5476,53508645
259,14,7,5400,53719200
260,14,8,5631,53927445
261,14,9,5534,54142077
262,14,10,5590,54347441
263,14,11,5597,54557491
264,14,12,5501,54767202
265,14,13,5435,54971391
266,14,14,5425,55172761
267,14,15,5542,55373740
268,14,16,5559,55577955
269,14,17,5485,55781860
270,15,0,5506,55982988
271,15,1,5403,56190010
272,15,2,5562,56393069
273,15,3,5358,56602920
274,15,4,5664,56806252
275,15,5,5535,57021181
276,15,6,5545,57231670
277,15,7,5539,57444347
278,15,8,5646,57657429
279,15,9,5526,57872139
280,15,10,5479,58076669
281,15,11,5553,58281981
282,15,12,5507,58489464
283,15,13,5560,58693418
284,15,14,5430,58898981
285,15,15,5587,59099712
286,15,16,5521,59304936
287,15,17,5564,59506906
288,16,0,5576,59710512
289,16,1,5484,59919698
290,16,2,5374,60125503
291,16,3,5519,60328055
292,16,4,5605,60537252
293,16,5,5517,60749739
294,16,6,5460,60959144
295,16,7,5522,61168230
296,16,8,5488,61380301
297,16,9,5562,61588680
298,16,10,5456,61794118
299,16,11,5531,61998188
300,16,12,5535,62204442
301,16,13,5485,62409047
302,16,14,5501,62611426
303,16,15,5558,62814389
304,16,16,5357,63018215
305,16,17,5459,63213924
306,17,0,5556,63413331
307,17,1,5517,63621923
308,17,2,5441,63828886
309,17,3,5593,64033913
310,17,4,5492,64245894
311,17,5,5427,64454042
312,17,6,5421,64660162
313,17,7,5306,64867806
314,17,8,5475,65071640
315,17,9,5497,65279345
316,17,10,5613,65482433
317,17,11,5492,65692432
318,17,12,5580,65897270
319,17,13,5447,66103562
320,17,14,5480,66304537
321,17,15,5499,66506754
322,17,16,5575,66708408
323,17,17,5390,66912013
